,avgOdds,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth
0,1.276,70,45,45,70,65,40,50,40
1,1.276,65,40,65,65,70,45,45,65
2,1.276,46,54,46,60,55,40,50,56
3,1.276,46,38,46,68,37,49,49,56
4,1.276,46,54,49,72,56,42,41,56
5,1.276,38,44,49,44,40,54,53,56
6,1.2,70,45,45,70,65,40,50,40
7,1.2,65,40,65,65,70,45,45,65
8,1.2,46,54,46,60,55,40,50,56
9,1.2,46,38,46,68,37,49,49,56
10,1.2,46,54,49,72,56,42,41,56
11,1.2,38,44,49,44,40,54,53,56
12,1.176,70,45,45,70,65,40,50,40
13,1.176,65,40,65,65,70,45,45,65
14,1.176,46,54,46,60,55,40,50,56
15,1.176,46,38,46,68,37,49,49,56
16,1.176,46,54,49,72,56,42,41,56
17,1.176,38,44,49,44,40,54,53,56
18,1.142,70,45,45,70,65,40,50,40
19,1.142,65,40,65,65,70,45,45,65
20,1.142,46,54,46,60,55,40,50,56
21,1.142,46,38,46,68,37,49,49,56
22,1.142,46,54,49,72,56,42,41,56
23,1.142,38,44,49,44,40,54,53,56
24,1.166,70,45,45,70,65,40,50,40
25,1.166,65,40,65,65,70,45,45,65
26,1.166,46,54,46,60,55,40,50,56
27,1.166,46,38,46,68,37,49,49,56
28,1.166,46,54,49,72,56,42,41,56
29,1.166,38,44,49,44,40,54,53,56
30,1.208,70,45,45,70,65,40,50,40
31,1.208,65,40,65,65,70,45,45,65
32,1.208,46,54,46,60,55,40,50,56
33,1.208,46,38,46,68,37,49,49,56
34,1.208,46,54,49,72,56,42,41,56
35,1.208,38,44,49,44,40,54,53,56
36,1.202,70,45,45,70,65,40,50,40
37,1.202,65,40,65,65,70,45,45,65
38,1.202,46,54,46,60,55,40,50,56
39,1.202,46,38,46,68,37,49,49,56
40,1.202,46,54,49,72,56,42,41,56
41,1.202,38,44,49,44,40,54,53,56
42,2.1800000000000006,70,45,45,70,65,40,50,40
43,2.1800000000000006,65,40,65,65,70,45,45,65
44,2.1800000000000006,46,54,46,60,55,40,50,56
45,2.1800000000000006,46,38,46,68,37,49,49,56
46,2.1800000000000006,46,54,49,72,56,42,41,56
47,2.1800000000000006,38,44,49,44,40,54,53,56
48,1.3540000000000003,70,45,45,70,65,40,50,40
49,1.3540000000000003,65,40,65,65,70,45,45,65
50,1.3540000000000003,46,54,46,60,55,40,50,56
51,1.3540000000000003,46,38,46,68,37,49,49,56
52,1.3540000000000003,46,54,49,72,56,42,41,56
53,1.3540000000000003,38,44,49,44,40,54,53,56
54,1.244,70,45,45,70,65,40,50,40
55,1.244,65,40,65,65,70,45,45,65
56,1.244,46,54,46,60,55,40,50,56
57,1.244,46,38,46,68,37,49,49,56
58,1.244,46,54,49,72,56,42,41,56
59,1.244,38,44,49,44,40,54,53,56
60,1.238,70,45,45,70,65,40,50,40
61,1.238,65,40,65,65,70,45,45,65
62,1.238,46,54,46,60,55,40,50,56
63,1.238,46,38,46,68,37,49,49,56
64,1.238,46,54,49,72,56,42,41,56
65,1.238,38,44,49,44,40,54,53,56
66,1.864,70,45,45,70,65,40,50,40
67,1.864,65,40,65,65,70,45,45,65
68,1.864,46,54,46,60,55,40,50,56
69,1.864,46,38,46,68,37,49,49,56
70,1.864,46,54,49,72,56,42,41,56
71,1.864,38,44,49,44,40,54,53,56
72,1.224,70,45,45,70,65,40,50,40
73,1.224,65,40,65,65,70,45,45,65
74,1.224,46,54,46,60,55,40,50,56
75,1.224,46,38,46,68,37,49,49,56
76,1.224,46,54,49,72,56,42,41,56
77,1.224,38,44,49,44,40,54,53,56
78,1.3760000000000001,70,45,45,70,65,40,50,40
79,1.3760000000000001,65,40,65,65,70,45,45,65
80,1.3760000000000001,46,54,46,60,55,40,50,56
81,1.3760000000000001,46,38,46,68,37,49,49,56
82,1.3760000000000001,46,54,49,72,56,42,41,56
83,1.3760000000000001,38,44,49,44,40,54,53,56
84,1.4160000000000001,70,45,45,70,65,40,50,40
85,1.4160000000000001,65,40,65,65,70,45,45,65
86,1.4160000000000001,46,54,46,60,55,40,50,56
87,1.4160000000000001,46,38,46,68,37,49,49,56
88,1.4160000000000001,46,54,49,72,56,42,41,56
89,1.4160000000000001,38,44,49,44,40,54,53,56
90,1.36,70,45,45,70,65,40,50,40
91,1.36,65,40,65,65,70,45,45,65
92,1.36,46,54,46,60,55,40,50,56
93,1.36,46,38,46,68,37,49,49,56
94,1.36,46,54,49,72,56,42,41,56
95,1.36,38,44,49,44,40,54,53,56
96,1.6179999999999999,70,45,45,70,65,40,50,40
97,1.6179999999999999,65,40,65,65,70,45,45,65
98,1.6179999999999999,46,54,46,60,55,40,50,56
99,1.6179999999999999,46,38,46,68,37,49,49,56
100,1.6179999999999999,46,54,49,72,56,42,41,56
101,1.6179999999999999,38,44,49,44,40,54,53,56
102,1.222,70,45,45,70,65,40,50,40
103,1.222,65,40,65,65,70,45,45,65
104,1.222,46,54,46,60,55,40,50,56
105,1.222,46,38,46,68,37,49,49,56
106,1.222,46,54,49,72,56,42,41,56
107,1.222,38,44,49,44,40,54,53,56
108,1.2,70,45,45,70,65,40,50,40
109,1.2,65,40,65,65,70,45,45,65
110,1.2,46,54,46,60,55,40,50,56
111,1.2,46,38,46,68,37,49,49,56
112,1.2,46,54,49,72,56,42,41,56
113,1.2,38,44,49,44,40,54,53,56
114,1.188,70,45,45,70,65,40,50,40
115,1.188,65,40,65,65,70,45,45,65
116,1.188,46,54,46,60,55,40,50,56
117,1.188,46,38,46,68,37,49,49,56
118,1.188,46,54,49,72,56,42,41,56
119,1.188,38,44,49,44,40,54,53,56
120,1.166,70,45,45,70,65,40,50,40
121,1.166,65,40,65,65,70,45,45,65
122,1.166,46,54,46,60,55,40,50,56
123,1.166,46,38,46,68,37,49,49,56
124,1.166,46,54,49,72,56,42,41,56
125,1.166,38,44,49,44,40,54,53,56
126,1.386,70,45,45,70,65,40,50,40
127,1.386,65,40,65,65,70,45,45,65
128,1.386,46,54,46,60,55,40,50,56
129,1.386,46,38,46,68,37,49,49,56
130,1.386,46,54,49,72,56,42,41,56
131,1.386,38,44,49,44,40,54,53,56
132,1.44,70,45,45,70,65,40,50,40
133,1.44,65,40,65,65,70,45,45,65
134,1.44,46,54,46,60,55,40,50,56
135,1.44,46,38,46,68,37,49,49,56
136,1.44,46,54,49,72,56,42,41,56
137,1.44,38,44,49,44,40,54,53,56
138,1.178,70,45,45,70,65,40,50,40
139,1.178,65,40,65,65,70,45,45,65
140,1.178,46,54,46,60,55,40,50,56
141,1.178,46,38,46,68,37,49,49,56
142,1.178,46,54,49,72,56,42,41,56
143,1.178,38,44,49,44,40,54,53,56
144,1.1999999999999997,70,45,45,70,65,40,50,40
145,1.1999999999999997,65,40,65,65,70,45,45,65
146,1.1999999999999997,46,54,46,60,55,40,50,56
147,1.1999999999999997,46,38,46,68,37,49,49,56
148,1.1999999999999997,46,54,49,72,56,42,41,56
149,1.1999999999999997,38,44,49,44,40,54,53,56
150,1.16,70,45,45,70,65,40,50,40
151,1.16,65,40,65,65,70,45,45,65
152,1.16,46,54,46,60,55,40,50,56
153,1.16,46,38,46,68,37,49,49,56
154,1.16,46,54,49,72,56,42,41,56
155,1.16,38,44,49,44,40,54,53,56
156,1.154,70,45,45,70,65,40,50,40
157,1.154,65,40,65,65,70,45,45,65
158,1.154,46,54,46,60,55,40,50,56
159,1.154,46,38,46,68,37,49,49,56
160,1.154,46,54,49,72,56,42,41,56
161,1.154,38,44,49,44,40,54,53,56
162,1.1140000000000003,70,45,45,70,65,40,50,40
163,1.1140000000000003,65,40,65,65,70,45,45,65
164,1.1140000000000003,46,54,46,60,55,40,50,56
165,1.1140000000000003,46,38,46,68,37,49,49,56
166,1.1140000000000003,46,54,49,72,56,42,41,56
167,1.1140000000000003,38,44,49,44,40,54,53,56
168,1.194,70,45,45,70,65,40,50,40
169,1.194,65,40,65,65,70,45,45,65
170,1.194,46,54,46,60,55,40,50,56
171,1.194,46,38,46,68,37,49,49,56
172,1.194,46,54,49,72,56,42,41,56
173,1.194,38,44,49,44,40,54,53,56
174,1.222,70,45,45,70,65,40,50,40
175,1.222,65,40,65,65,70,45,45,65
176,1.222,46,54,46,60,55,40,50,56
177,1.222,46,38,46,68,37,49,49,56
178,1.222,46,54,49,72,56,42,41,56
179,1.222,38,44,49,44,40,54,53,56
180,1.672,70,45,45,70,65,40,50,40
181,1.672,65,40,65,65,70,45,45,65
182,1.672,46,54,46,60,55,40,50,56
183,1.672,46,38,46,68,37,49,49,56
184,1.672,46,54,49,72,56,42,41,56
185,1.672,38,44,49,44,40,54,53,56
186,2.528,70,45,45,70,65,40,50,40
187,2.528,65,40,65,65,70,45,45,65
188,2.528,46,54,46,60,55,40,50,56
189,2.528,46,38,46,68,37,49,49,56
190,2.528,46,54,49,72,56,42,41,56
191,2.528,38,44,49,44,40,54,53,56
192,1.4619999999999997,70,45,45,70,65,40,50,40
193,1.4619999999999997,65,40,65,65,70,45,45,65
194,1.4619999999999997,46,54,46,60,55,40,50,56
195,1.4619999999999997,46,38,46,68,37,49,49,56
196,1.4619999999999997,46,54,49,72,56,42,41,56
197,1.4619999999999997,38,44,49,44,40,54,53,56
198,1.112,70,45,45,70,65,40,50,40
199,1.112,65,40,65,65,70,45,45,65
200,1.112,46,54,46,60,55,40,50,56
201,1.112,46,38,46,68,37,49,49,56
202,1.112,46,54,49,72,56,42,41,56
203,1.112,38,44,49,44,40,54,53,56
204,2.0599999999999996,70,45,45,70,65,40,50,40
205,2.0599999999999996,65,40,65,65,70,45,45,65
206,2.0599999999999996,46,54,46,60,55,40,50,56
207,2.0599999999999996,46,38,46,68,37,49,49,56
208,2.0599999999999996,46,54,49,72,56,42,41,56
209,2.0599999999999996,38,44,49,44,40,54,53,56
210,1.608,70,45,45,70,65,40,50,40
211,1.608,65,40,65,65,70,45,45,65
212,1.608,46,54,46,60,55,40,50,56
213,1.608,46,38,46,68,37,49,49,56
214,1.608,46,54,49,72,56,42,41,56
215,1.608,38,44,49,44,40,54,53,56
216,1.184,70,45,45,70,65,40,50,40
217,1.184,65,40,65,65,70,45,45,65
218,1.184,46,54,46,60,55,40,50,56
219,1.184,46,38,46,68,37,49,49,56
220,1.184,46,54,49,72,56,42,41,56
221,1.184,38,44,49,44,40,54,53,56
222,1.196,70,45,45,70,65,40,50,40
223,1.196,65,40,65,65,70,45,45,65
224,1.196,46,54,46,60,55,40,50,56
225,1.196,46,38,46,68,37,49,49,56
226,1.196,46,54,49,72,56,42,41,56
227,1.196,38,44,49,44,40,54,53,56
228,1.226,70,45,45,70,65,40,50,40
229,1.226,65,40,65,65,70,45,45,65
230,1.226,46,54,46,60,55,40,50,56
231,1.226,46,38,46,68,37,49,49,56
232,1.226,46,54,49,72,56,42,41,56
233,1.226,38,44,49,44,40,54,53,56
234,1.612,70,45,45,70,65,40,50,40
235,1.612,65,40,65,65,70,45,45,65
236,1.612,46,54,46,60,55,40,50,56
237,1.612,46,38,46,68,37,49,49,56
238,1.612,46,54,49,72,56,42,41,56
239,1.612,38,44,49,44,40,54,53,56
240,1.214,70,45,45,70,65,40,50,40
241,1.214,65,40,65,65,70,45,45,65
242,1.214,46,54,46,60,55,40,50,56
243,1.214,46,38,46,68,37,49,49,56
244,1.214,46,54,49,72,56,42,41,56
245,1.214,38,44,49,44,40,54,53,56
246,1.212,70,45,45,70,65,40,50,40
247,1.212,65,40,65,65,70,45,45,65
248,1.212,46,54,46,60,55,40,50,56
249,1.212,46,38,46,68,37,49,49,56
250,1.212,46,54,49,72,56,42,41,56
251,1.212,38,44,49,44,40,54,53,56
252,1.26,70,45,45,70,65,40,50,40
253,1.26,65,40,65,65,70,45,45,65
254,1.26,46,54,46,60,55,40,50,56
255,1.26,46,38,46,68,37,49,49,56
256,1.26,46,54,49,72,56,42,41,56
257,1.26,38,44,49,44,40,54,53,56
258,1.9600000000000002,70,45,45,70,65,40,50,40
259,1.9600000000000002,65,40,65,65,70,45,45,65
260,1.9600000000000002,46,54,46,60,55,40,50,56
261,1.9600000000000002,46,38,46,68,37,49,49,56
262,1.9600000000000002,46,54,49,72,56,42,41,56
263,1.9600000000000002,38,44,49,44,40,54,53,56
264,1.258,70,45,45,70,65,40,50,40
265,1.258,65,40,65,65,70,45,45,65
266,1.258,46,54,46,60,55,40,50,56
267,1.258,46,38,46,68,37,49,49,56
268,1.258,46,54,49,72,56,42,41,56
269,1.258,38,44,49,44,40,54,53,56
270,1.262,70,45,45,70,65,40,50,40
271,1.262,65,40,65,65,70,45,45,65
272,1.262,46,54,46,60,55,40,50,56
273,1.262,46,38,46,68,37,49,49,56
274,1.262,46,54,49,72,56,42,41,56
275,1.262,38,44,49,44,40,54,53,56
276,1.21,70,45,45,70,65,40,50,40
277,1.21,65,40,65,65,70,45,45,65
278,1.21,46,54,46,60,55,40,50,56
279,1.21,46,38,46,68,37,49,49,56
280,1.21,46,54,49,72,56,42,41,56
281,1.21,38,44,49,44,40,54,53,56
282,1.318,70,45,45,70,65,40,50,40
283,1.318,65,40,65,65,70,45,45,65
284,1.318,46,54,46,60,55,40,50,56
285,1.318,46,38,46,68,37,49,49,56
286,1.318,46,54,49,72,56,42,41,56
287,1.318,38,44,49,44,40,54,53,56
288,1.766,70,45,45,70,65,40,50,40
289,1.766,65,40,65,65,70,45,45,65
290,1.766,46,54,46,60,55,40,50,56
291,1.766,46,38,46,68,37,49,49,56
292,1.766,46,54,49,72,56,42,41,56
293,1.766,38,44,49,44,40,54,53,56
294,1.144,70,45,45,70,65,40,50,40
295,1.144,65,40,65,65,70,45,45,65
296,1.144,46,54,46,60,55,40,50,56
297,1.144,46,38,46,68,37,49,49,56
298,1.144,46,54,49,72,56,42,41,56
299,1.144,38,44,49,44,40,54,53,56
300,1.3720000000000003,70,45,45,70,65,40,50,40
301,1.3720000000000003,65,40,65,65,70,45,45,65
302,1.3720000000000003,46,54,46,60,55,40,50,56
303,1.3720000000000003,46,38,46,68,37,49,49,56
304,1.3720000000000003,46,54,49,72,56,42,41,56
305,1.3720000000000003,38,44,49,44,40,54,53,56
306,1.4459999999999997,70,45,45,70,65,40,50,40
307,1.4459999999999997,65,40,65,65,70,45,45,65
308,1.4459999999999997,46,54,46,60,55,40,50,56
309,1.4459999999999997,46,38,46,68,37,49,49,56
310,1.4459999999999997,46,54,49,72,56,42,41,56
311,1.4459999999999997,38,44,49,44,40,54,53,56
312,1.456,70,45,45,70,65,40,50,40
313,1.456,65,40,65,65,70,45,45,65
314,1.456,46,54,46,60,55,40,50,56
315,1.456,46,38,46,68,37,49,49,56
316,1.456,46,54,49,72,56,42,41,56
317,1.456,38,44,49,44,40,54,53,56
318,2.2920000000000003,70,45,45,70,65,40,50,40
319,2.2920000000000003,65,40,65,65,70,45,45,65
320,2.2920000000000003,46,54,46,60,55,40,50,56
321,2.2920000000000003,46,38,46,68,37,49,49,56
322,2.2920000000000003,46,54,49,72,56,42,41,56
323,2.2920000000000003,38,44,49,44,40,54,53,56
324,1.584,70,45,45,70,65,40,50,40
325,1.584,65,40,65,65,70,45,45,65
326,1.584,46,54,46,60,55,40,50,56
327,1.584,46,38,46,68,37,49,49,56
328,1.584,46,54,49,72,56,42,41,56
329,1.584,38,44,49,44,40,54,53,56
330,1.706,70,45,45,70,65,40,50,40
331,1.706,65,40,65,65,70,45,45,65
332,1.706,46,54,46,60,55,40,50,56
333,1.706,46,38,46,68,37,49,49,56
334,1.706,46,54,49,72,56,42,41,56
335,1.706,38,44,49,44,40,54,53,56
336,1.252,70,45,45,70,65,40,50,40
337,1.252,65,40,65,65,70,45,45,65
338,1.252,46,54,46,60,55,40,50,56
339,1.252,46,38,46,68,37,49,49,56
340,1.252,46,54,49,72,56,42,41,56
341,1.252,38,44,49,44,40,54,53,56
342,1.234,70,45,45,70,65,40,50,40
343,1.234,65,40,65,65,70,45,45,65
344,1.234,46,54,46,60,55,40,50,56
345,1.234,46,38,46,68,37,49,49,56
346,1.234,46,54,49,72,56,42,41,56
347,1.234,38,44,49,44,40,54,53,56
348,1.366,70,45,45,70,65,40,50,40
349,1.366,65,40,65,65,70,45,45,65
350,1.366,46,54,46,60,55,40,50,56
351,1.366,46,38,46,68,37,49,49,56
352,1.366,46,54,49,72,56,42,41,56
353,1.366,38,44,49,44,40,54,53,56
354,1.222,70,45,45,70,65,40,50,40
355,1.222,65,40,65,65,70,45,45,65
356,1.222,46,54,46,60,55,40,50,56
357,1.222,46,38,46,68,37,49,49,56
358,1.222,46,54,49,72,56,42,41,56
359,1.222,38,44,49,44,40,54,53,56
360,1.16,70,45,45,70,65,40,50,40
361,1.16,65,40,65,65,70,45,45,65
362,1.16,46,54,46,60,55,40,50,56
363,1.16,46,38,46,68,37,49,49,56
364,1.16,46,54,49,72,56,42,41,56
365,1.16,38,44,49,44,40,54,53,56
366,1.132,70,45,45,70,65,40,50,40
367,1.132,65,40,65,65,70,45,45,65
368,1.132,46,54,46,60,55,40,50,56
369,1.132,46,38,46,68,37,49,49,56
370,1.132,46,54,49,72,56,42,41,56
371,1.132,38,44,49,44,40,54,53,56
372,1.616,70,45,45,70,65,40,50,40
373,1.616,65,40,65,65,70,45,45,65
374,1.616,46,54,46,60,55,40,50,56
375,1.616,46,38,46,68,37,49,49,56
376,1.616,46,54,49,72,56,42,41,56
377,1.616,38,44,49,44,40,54,53,56
378,1.162,70,45,45,70,65,40,50,40
379,1.162,65,40,65,65,70,45,45,65
380,1.162,46,54,46,60,55,40,50,56
381,1.162,46,38,46,68,37,49,49,56
382,1.162,46,54,49,72,56,42,41,56
383,1.162,38,44,49,44,40,54,53,56
384,1.292,70,45,45,70,65,40,50,40
385,1.292,65,40,65,65,70,45,45,65
386,1.292,46,54,46,60,55,40,50,56
387,1.292,46,38,46,68,37,49,49,56
388,1.292,46,54,49,72,56,42,41,56
389,1.292,38,44,49,44,40,54,53,56
390,1.8539999999999999,70,45,45,70,65,40,50,40
391,1.8539999999999999,65,40,65,65,70,45,45,65
392,1.8539999999999999,46,54,46,60,55,40,50,56
393,1.8539999999999999,46,38,46,68,37,49,49,56
394,1.8539999999999999,46,54,49,72,56,42,41,56
395,1.8539999999999999,38,44,49,44,40,54,53,56
396,1.268,70,45,45,70,65,40,50,40
397,1.268,65,40,65,65,70,45,45,65
398,1.268,46,54,46,60,55,40,50,56
399,1.268,46,38,46,68,37,49,49,56
400,1.268,46,54,49,72,56,42,41,56
401,1.268,38,44,49,44,40,54,53,56
402,1.506,70,45,45,70,65,40,50,40
403,1.506,65,40,65,65,70,45,45,65
404,1.506,46,54,46,60,55,40,50,56
405,1.506,46,38,46,68,37,49,49,56
406,1.506,46,54,49,72,56,42,41,56
407,1.506,38,44,49,44,40,54,53,56
408,1.238,70,45,45,70,65,40,50,40
409,1.238,65,40,65,65,70,45,45,65
410,1.238,46,54,46,60,55,40,50,56
411,1.238,46,38,46,68,37,49,49,56
412,1.238,46,54,49,72,56,42,41,56
413,1.238,38,44,49,44,40,54,53,56
414,1.166,70,45,45,70,65,40,50,40
415,1.166,65,40,65,65,70,45,45,65
416,1.166,46,54,46,60,55,40,50,56
417,1.166,46,38,46,68,37,49,49,56
418,1.166,46,54,49,72,56,42,41,56
419,1.166,38,44,49,44,40,54,53,56
420,1.2319999999999998,70,45,45,70,65,40,50,40
421,1.2319999999999998,65,40,65,65,70,45,45,65
422,1.2319999999999998,46,54,46,60,55,40,50,56
423,1.2319999999999998,46,38,46,68,37,49,49,56
424,1.2319999999999998,46,54,49,72,56,42,41,56
425,1.2319999999999998,38,44,49,44,40,54,53,56
426,1.294,70,45,45,70,65,40,50,40
427,1.294,65,40,65,65,70,45,45,65
428,1.294,46,54,46,60,55,40,50,56
429,1.294,46,38,46,68,37,49,49,56
430,1.294,46,54,49,72,56,42,41,56
431,1.294,38,44,49,44,40,54,53,56
432,1.17,70,45,45,70,65,40,50,40
433,1.17,65,40,65,65,70,45,45,65
434,1.17,46,54,46,60,55,40,50,56
435,1.17,46,38,46,68,37,49,49,56
436,1.17,46,54,49,72,56,42,41,56
437,1.17,38,44,49,44,40,54,53,56
438,1.8359999999999999,70,45,45,70,65,40,50,40
439,1.8359999999999999,65,40,65,65,70,45,45,65
440,1.8359999999999999,46,54,46,60,55,40,50,56
441,1.8359999999999999,46,38,46,68,37,49,49,56
442,1.8359999999999999,46,54,49,72,56,42,41,56
443,1.8359999999999999,38,44,49,44,40,54,53,56
444,1.164,70,45,45,70,65,40,50,40
445,1.164,65,40,65,65,70,45,45,65
446,1.164,46,54,46,60,55,40,50,56
447,1.164,46,38,46,68,37,49,49,56
448,1.164,46,54,49,72,56,42,41,56
449,1.164,38,44,49,44,40,54,53,56
450,2.07,70,45,45,70,65,40,50,40
451,2.07,65,40,65,65,70,45,45,65
452,2.07,46,54,46,60,55,40,50,56
453,2.07,46,38,46,68,37,49,49,56
454,2.07,46,54,49,72,56,42,41,56
455,2.07,38,44,49,44,40,54,53,56
456,1.688,70,45,45,70,65,40,50,40
457,1.688,65,40,65,65,70,45,45,65
458,1.688,46,54,46,60,55,40,50,56
459,1.688,46,38,46,68,37,49,49,56
460,1.688,46,54,49,72,56,42,41,56
461,1.688,38,44,49,44,40,54,53,56
462,1.182,70,45,45,70,65,40,50,40
463,1.182,65,40,65,65,70,45,45,65
464,1.182,46,54,46,60,55,40,50,56
465,1.182,46,38,46,68,37,49,49,56
466,1.182,46,54,49,72,56,42,41,56
467,1.182,38,44,49,44,40,54,53,56
468,1.244,70,45,45,70,65,40,50,40
469,1.244,65,40,65,65,70,45,45,65
470,1.244,46,54,46,60,55,40,50,56
471,1.244,46,38,46,68,37,49,49,56
472,1.244,46,54,49,72,56,42,41,56
473,1.244,38,44,49,44,40,54,53,56
474,1.196,70,45,45,70,65,40,50,40
475,1.196,65,40,65,65,70,45,45,65
476,1.196,46,54,46,60,55,40,50,56
477,1.196,46,38,46,68,37,49,49,56
478,1.196,46,54,49,72,56,42,41,56
479,1.196,38,44,49,44,40,54,53,56
480,1.244,70,45,45,70,65,40,50,40
481,1.244,65,40,65,65,70,45,45,65
482,1.244,46,54,46,60,55,40,50,56
483,1.244,46,38,46,68,37,49,49,56
484,1.244,46,54,49,72,56,42,41,56
485,1.244,38,44,49,44,40,54,53,56
486,1.304,70,45,45,70,65,40,50,40
487,1.304,65,40,65,65,70,45,45,65
488,1.304,46,54,46,60,55,40,50,56
489,1.304,46,38,46,68,37,49,49,56
490,1.304,46,54,49,72,56,42,41,56
491,1.304,38,44,49,44,40,54,53,56
492,1.8559999999999999,70,45,45,70,65,40,50,40
493,1.8559999999999999,65,40,65,65,70,45,45,65
494,1.8559999999999999,46,54,46,60,55,40,50,56
495,1.8559999999999999,46,38,46,68,37,49,49,56
496,1.8559999999999999,46,54,49,72,56,42,41,56
497,1.8559999999999999,38,44,49,44,40,54,53,56
498,1.204,70,45,45,70,65,40,50,40
499,1.204,65,40,65,65,70,45,45,65
500,1.204,46,54,46,60,55,40,50,56
501,1.204,46,38,46,68,37,49,49,56
502,1.204,46,54,49,72,56,42,41,56
503,1.204,38,44,49,44,40,54,53,56
504,1.7120000000000002,70,45,45,70,65,40,50,40
505,1.7120000000000002,65,40,65,65,70,45,45,65
506,1.7120000000000002,46,54,46,60,55,40,50,56
507,1.7120000000000002,46,38,46,68,37,49,49,56
508,1.7120000000000002,46,54,49,72,56,42,41,56
509,1.7120000000000002,38,44,49,44,40,54,53,56
510,1.3240000000000003,70,45,45,70,65,40,50,40
511,1.3240000000000003,65,40,65,65,70,45,45,65
512,1.3240000000000003,46,54,46,60,55,40,50,56
513,1.3240000000000003,46,38,46,68,37,49,49,56
514,1.3240000000000003,46,54,49,72,56,42,41,56
515,1.3240000000000003,38,44,49,44,40,54,53,56
516,1.164,70,45,45,70,65,40,50,40
517,1.164,65,40,65,65,70,45,45,65
518,1.164,46,54,46,60,55,40,50,56
519,1.164,46,38,46,68,37,49,49,56
520,1.164,46,54,49,72,56,42,41,56
521,1.164,38,44,49,44,40,54,53,56
522,2.2,70,45,45,70,65,40,50,40
523,2.2,65,40,65,65,70,45,45,65
524,2.2,46,54,46,60,55,40,50,56
525,2.2,46,38,46,68,37,49,49,56
526,2.2,46,54,49,72,56,42,41,56
527,2.2,38,44,49,44,40,54,53,56
528,1.252,70,45,45,70,65,40,50,40
529,1.252,65,40,65,65,70,45,45,65
530,1.252,46,54,46,60,55,40,50,56
531,1.252,46,38,46,68,37,49,49,56
532,1.252,46,54,49,72,56,42,41,56
533,1.252,38,44,49,44,40,54,53,56
534,2.19,70,45,45,70,65,40,50,40
535,2.19,65,40,65,65,70,45,45,65
536,2.19,46,54,46,60,55,40,50,56
537,2.19,46,38,46,68,37,49,49,56
538,2.19,46,54,49,72,56,42,41,56
539,2.19,38,44,49,44,40,54,53,56
540,1.296,70,45,45,70,65,40,50,40
541,1.296,65,40,65,65,70,45,45,65
542,1.296,46,54,46,60,55,40,50,56
543,1.296,46,38,46,68,37,49,49,56
544,1.296,46,54,49,72,56,42,41,56
545,1.296,38,44,49,44,40,54,53,56
546,1.25,70,45,45,70,65,40,50,40
547,1.25,65,40,65,65,70,45,45,65
548,1.25,46,54,46,60,55,40,50,56
549,1.25,46,38,46,68,37,49,49,56
550,1.25,46,54,49,72,56,42,41,56
551,1.25,38,44,49,44,40,54,53,56
552,1.55,70,45,45,70,65,40,50,40
553,1.55,65,40,65,65,70,45,45,65
554,1.55,46,54,46,60,55,40,50,56
555,1.55,46,38,46,68,37,49,49,56
556,1.55,46,54,49,72,56,42,41,56
557,1.55,38,44,49,44,40,54,53,56
558,1.3,70,45,45,70,65,40,50,40
559,1.3,65,40,65,65,70,45,45,65
560,1.3,46,54,46,60,55,40,50,56
561,1.3,46,38,46,68,37,49,49,56
562,1.3,46,54,49,72,56,42,41,56
563,1.3,38,44,49,44,40,54,53,56
564,2.1700000000000004,70,45,45,70,65,40,50,40
565,2.1700000000000004,65,40,65,65,70,45,45,65
566,2.1700000000000004,46,54,46,60,55,40,50,56
567,2.1700000000000004,46,38,46,68,37,49,49,56
568,2.1700000000000004,46,54,49,72,56,42,41,56
569,2.1700000000000004,38,44,49,44,40,54,53,56
570,1.7100000000000002,70,45,45,70,65,40,50,40
571,1.7100000000000002,65,40,65,65,70,45,45,65
572,1.7100000000000002,46,54,46,60,55,40,50,56
573,1.7100000000000002,46,38,46,68,37,49,49,56
574,1.7100000000000002,46,54,49,72,56,42,41,56
575,1.7100000000000002,38,44,49,44,40,54,53,56
576,1.522,70,45,45,70,65,40,50,40
577,1.522,65,40,65,65,70,45,45,65
578,1.522,46,54,46,60,55,40,50,56
579,1.522,46,38,46,68,37,49,49,56
580,1.522,46,54,49,72,56,42,41,56
581,1.522,38,44,49,44,40,54,53,56
582,1.3519999999999999,70,45,45,70,65,40,50,40
583,1.3519999999999999,65,40,65,65,70,45,45,65
584,1.3519999999999999,46,54,46,60,55,40,50,56
585,1.3519999999999999,46,38,46,68,37,49,49,56
586,1.3519999999999999,46,54,49,72,56,42,41,56
587,1.3519999999999999,38,44,49,44,40,54,53,56
588,2.354,70,45,45,70,65,40,50,40
589,2.354,65,40,65,65,70,45,45,65
590,2.354,46,54,46,60,55,40,50,56
591,2.354,46,38,46,68,37,49,49,56
592,2.354,46,54,49,72,56,42,41,56
593,2.354,38,44,49,44,40,54,53,56
594,1.766,70,45,45,70,65,40,50,40
595,1.766,65,40,65,65,70,45,45,65
596,1.766,46,54,46,60,55,40,50,56
597,1.766,46,38,46,68,37,49,49,56
598,1.766,46,54,49,72,56,42,41,56
599,1.766,38,44,49,44,40,54,53,56
600,1.5260000000000002,70,45,45,70,65,40,50,40
601,1.5260000000000002,65,40,65,65,70,45,45,65
